vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id
2,2018-09-07T09:02:10,2018-09-07T09:38:43,1,10.08,1,N,1,36,0,0.5,8.51,5.76,0.3,51.07,264,264
2,2018-03-18T15:20:47,2018-03-18T15:46:43,2,10.29,1,N,1,31,0,0.5,10,5.76,0.3,47.56,161,138
1,2018-03-15T15:59:17,2018-03-15T16:38:21,1,2.5,1,N,1,22.5,1,0.5,4,0,0.3,28.3,229,246
1,2018-07-31T18:11:35,2018-07-31T18:41:44,1,8.4,1,N,1,28.5,1,0.5,9,5.76,0.3,45.06,138,151
1,2018-01-17T00:57:23,2018-01-17T02:24:43,1,4.4,1,N,1,50.5,0.5,0.5,15.5,0,0.3,67.3,186,13
1,2018-03-17T23:25:38,2018-03-17T23:50:23,3,8.1,1,N,1,25,0.5,0.5,7.35,10.5,0.3,44.15,186,265
1,2018-10-10T10:06:39,2018-10-10T10:49:39,2,14.3,1,N,1,44,0,0.5,7,0,0.3,51.8,138,189
1,2018-11-10T19:45:00,2018-11-10T20:14:49,1,5.3,1,N,1,21.5,0,0.5,4.45,0,0.3,26.75,262,148
1,2018-09-07T23:32:40,2018-09-08T00:20:54,1,12.8,1,N,1,45,0.5,0.5,11.55,0,0.3,57.85,230,92
1,2018-03-24T01:24:44,2018-03-24T01:55:22,1,10.3,1,N,1,34,0.5,0.5,4.7,0,0.3,40,87,166
1,2018-06-13T16:53:07,2018-06-13T17:26:20,2,4.4,1,N,1,22,1,0.5,5.95,0,0.3,29.75,224,142
2,2018-12-02T19:17:45,2018-12-02T19:32:58,2,7.53,1,N,1,22,0,0.5,4.28,5.76,0.3,32.84,138,75
2,2018-05-16T22:22:54,2018-05-16T23:07:59,1,5.32,1,N,1,29.5,0.5,0.5,7.7,0,0.3,38.5,234,226
2,2018-06-14T22:46:36,2018-06-14T23:07:59,1,6.17,1,N,1,21.5,0.5,0.5,4.56,0,0.3,27.36,237,144
2,2018-09-25T11:59:24,2018-09-25T12:55:08,2,11.14,1,N,1,44,0,0.5,10.11,5.76,0.3,60.67,138,230
2,2018-11-28T18:57:58,2018-11-28T18:58:01,6,0.07,5,N,1,63,0,0.5,12.76,0,0.3,76.56,132,132
1,2018-10-07T00:21:48,2018-10-07T00:53:06,1,4.5,1,N,1,22,0.5,0.5,0.01,0,0.3,23.31,68,236
2,2018-02-02T07:27:38,2018-02-02T07:54:03,1,10.72,1,N,1,32,0,0.5,7.71,5.76,0.3,46.27,233,138
2,2018-04-13T15:59:05,2018-04-13T16:48:39,1,11.25,1,N,1,39,1,0.5,9.86,8.5,0.3,59.16,125,138
2,2018-11-28T08:11:57,2018-11-28T08:48:14,1,3.95,1,N,1,23,0,0.5,4.76,0,0.3,28.56,79,43
2,2018-02-16T14:28:30,2018-02-16T15:02:07,1,10.97,4,N,1,50.5,0,0.5,12.82,0,0.3,64.12,132,265
2,2018-11-07T22:53:05,2018-11-07T23:40:49,2,5.6,1,N,1,31,0.5,0.5,6.46,0,0.3,38.76,230,261
2,2018-11-30T00:35:29,2018-11-30T00:58:57,1,6.25,1,N,1,22,0.5,0.5,4.66,0,0.3,27.96,87,239
1,2018-11-06T15:12:12,2018-11-06T15:52:21,1,7.7,1,N,1,30.5,0,0.5,4,0,0.3,35.3,162,95
1,2018-11-05T05:52:19,2018-11-05T06:22:41,1,7.3,1,N,1,25.5,0.5,0.5,5.35,0,0.3,32.15,223,68
1,2018-11-28T07:17:35,2018-11-28T07:40:51,1,9.1,1,N,1,28.5,0,0.5,7.3,0,0.3,36.6,236,13
1,2018-07-02T21:26:35,2018-07-02T21:26:59,3,0,5,N,1,84.58,0,0,25.42,0,0.3,110.3,261,87
2,2018-03-27T13:39:20,2018-03-27T14:41:46,1,13.82,1,N,1,50.5,0,0.5,0,0,0.3,51.3,137,72
2,2018-06-08T23:30:04,2018-06-09T00:10:50,3,6.03,1,N,2,27,0.5,0.5,0,0,0.3,28.3,236,231
2,2018-03-26T21:23:18,2018-03-26T21:49:12,1,11.21,1,N,2,33,0.5,0.5,0,5.76,0.3,40.06,138,143
1,2018-08-17T02:44:36,2018-08-17T03:17:18,1,7.7,1,N,2,27.5,0.5,0.5,0,0,0.3,28.8,225,48
1,2018-08-17T08:12:44,2018-08-17T08:46:37,0,14.8,1,N,2,41.5,0,0.5,0,0,0.3,42.3,132,129
1,2018-08-17T13:59:52,2018-08-17T14:01:17,1,0.1,1,N,2,3,0,0.5,0,0,0.3,3.8,87,87
1,2018-04-18T18:02:44,2018-04-18T18:02:47,1,18.1,1,N,3,2.5,1,0.5,0,0,0.3,4.3,132,132
1,2018-09-20T10:55:43,2018-09-20T11:24:18,3,6.6,1,N,2,26,0,0.5,0,0,0.3,26.8,186,261
1,2018-06-17T23:57:23,2018-06-18T00:30:04,4,7.1,1,N,1,26,0.5,0.5,0,0,0.3,27.3,230,17
1,2018-06-04T17:53:45,2018-06-04T18:22:03,1,6.2,1,N,2,24,1,0.5,0,0,0.3,25.8,50,244
2,2018-03-29T22:58:28,2018-03-29T23:42:56,1,19.75,1,N,1,56.5,0.5,0.5,0,5.76,0.3,63.56,76,151
1,2018-01-14T18:48:33,2018-01-14T19:05:22,1,7.6,1,N,2,22.5,0,0.5,0,0,0.3,23.3,50,243
1,2018-06-23T22:09:34,2018-06-23T22:28:51,1,6.4,1,N,2,21.5,0.5,0.5,0,0,0.3,22.8,237,244
2,2018-08-13T15:49:22,2018-08-13T16:16:13,1,10.15,1,N,2,31.5,0,0.5,0,5.76,0.3,38.06,13,157
2,2018-01-03T05:59:40,2018-01-03T06:23:09,1,7.24,1,N,2,25,0,0.5,0,5.76,0.3,31.56,223,248
2,2018-07-27T10:40:15,2018-07-27T11:02:16,1,6.64,1,N,1,23,0,0.5,0,0,0.3,23.8,65,162
2,2018-09-14T16:52:00,2018-09-14T17:28:04,1,3.92,1,N,2,22.5,1,0.5,0,0,0.3,24.3,107,13
2,2018-09-15T00:37:29,2018-09-15T01:02:52,6,6.53,1,N,1,23.5,0.5,0.5,0,0,0.3,24.8,231,140
1,2018-05-22T14:32:57,2018-05-22T15:13:02,1,3.1,1,N,2,23,0,0.5,0,0,0.3,23.8,211,48
1,2018-11-07T01:50:10,2018-11-07T02:07:33,1,7.3,1,N,2,22.5,0.5,0.5,0,0,0.3,23.8,79,157
1,2018-03-28T17:17:54,2018-03-28T17:19:39,1,0.1,1,N,2,3,1,0.5,0,0,0.3,4.8,48,142
1,2018-03-03T16:09:04,2018-03-03T16:42:22,3,4.1,1,N,2,22.5,0,0.5,0,0,0.3,23.3,261,230
2,2018-01-03T13:41:53,2018-01-03T14:17:16,2,11.26,1,N,2,37.5,0,0.5,0,5.76,0.3,44.06,164,138
1,2018-03-20T17:13:49,2018-03-20T17:57:05,1,4.5,1,N,2,26.5,1,0.5,0,0,0.3,28.3,90,141
1,2018-08-30T21:51:07,2018-08-30T22:14:35,1,5.8,1,N,1,22,0.5,0.5,1.5,0,0.3,24.8,162,231
2,2018-11-15T20:03:33,2018-11-15T20:48:51,1,2.72,1,N,1,26.5,0.5,0.5,2,0,0.3,29.8,24,143
1,2018-04-07T00:30:42,2018-04-07T01:01:04,1,5.7,1,N,1,23.5,0.5,0.5,2,0,0.3,26.8,234,66
1,2018-01-29T16:10:12,2018-01-29T16:41:21,1,8.1,1,N,1,28.5,1,0.5,5,0,0.3,35.3,138,237
2,2018-01-27T11:21:50,2018-01-27T11:42:14,3,7.24,1,N,1,24,0,0.5,5,0,0.3,29.8,230,13
2,2018-03-18T14:57:03,2018-03-18T15:41:30,1,9.88,1,N,1,36.5,0,0.5,5,5.76,0.3,48.06,138,90
2,2018-06-11T19:29:29,2018-06-11T19:47:28,1,4.37,1,N,1,16.5,1,0.5,3.66,0,0.3,21.96,88,256
1,2018-02-21T19:04:41,2018-02-21T19:28:17,4,3.5,1,N,2,16.5,1,0.5,0,0,0.3,18.3,233,231
2,2018-06-30T16:56:30,2018-06-30T17:13:38,6,4.43,1,N,1,16.5,0,0.5,2,0,0.3,19.3,143,231
1,2018-07-20T17:20:29,2018-07-20T17:43:59,1,2.6,1,N,1,16.5,1,0.5,1,0,0.3,19.3,246,90
2,2018-12-27T17:15:13,2018-12-27T18:18:26,2,17.8,2,N,1,52,4.5,0.5,12.61,5.76,0.3,75.67,132,186
1,2018-05-27T23:34:46,2018-05-28T00:02:08,1,18,2,N,1,52,0,0.5,11.7,5.76,0.3,70.26,132,161
2,2018-06-18T22:09:36,2018-06-18T22:52:08,1,17.2,2,N,1,52,0,0.5,5.28,0,0.3,58.08,142,132
2,2018-02-18T14:26:08,2018-02-18T14:57:10,2,17.92,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,132,75
2,2018-06-14T09:04:52,2018-06-14T09:48:33,1,17.18,2,N,1,52,0,0.5,10.56,0,0.3,63.36,237,132
1,2018-01-16T23:27:34,2018-01-16T23:55:34,1,18.1,2,N,1,52,0,0.5,11.7,5.76,0.3,70.26,132,237
2,2018-07-30T15:15:44,2018-07-30T15:16:01,2,0.57,2,N,1,52,0,0.5,14.64,5.76,0.3,73.2,132,132
2,2018-08-02T12:55:27,2018-08-02T12:56:29,1,0,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,211,211
1,2018-03-20T23:40:00,2018-03-21T00:03:50,1,17.3,2,N,1,52,0,0.5,7,5.76,0.3,65.56,132,161
1,2018-03-03T13:47:57,2018-03-03T14:30:59,1,19.8,2,N,1,52,0,0.5,11.7,5.76,0.3,70.26,237,132
1,2018-07-26T20:36:51,2018-07-26T21:26:58,3,15,2,N,1,52,0,0.5,5.3,0,0.3,58.1,215,211
2,2018-11-06T05:09:47,2018-11-06T05:45:55,1,21.31,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,142,132
2,2018-02-11T23:05:14,2018-02-11T23:30:47,1,19.32,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,132,262
1,2018-11-25T06:40:42,2018-11-25T07:12:54,3,17.5,2,N,1,52,0,0.5,13.2,0,0.3,66,132,236
2,2018-01-07T08:04:41,2018-01-07T08:31:42,1,17.86,2,N,1,52,0,0.5,11.71,5.76,0.3,70.27,132,161
2,2018-09-08T06:20:55,2018-09-08T06:25:03,2,2.89,2,N,2,52,0,0.5,0,0,0.3,52.8,132,216
1,2018-12-27T19:21:28,2018-12-27T20:00:37,1,17.7,2,N,2,52,4.5,0.5,0,5.76,0.3,63.06,79,132
1,2018-11-01T07:24:14,2018-11-01T07:29:26,1,0.3,2,N,3,52,0,0.5,0,0,0.3,52.8,164,137
1,2018-05-05T00:30:20,2018-05-05T00:30:58,1,0,5,N,1,52,0,0,0,10.5,0.3,62.8,265,265
2,2018-04-05T06:02:17,2018-04-05T06:32:29,2,19.71,2,N,1,52,0,0.5,0,0,0.3,52.8,231,132
2,2018-06-22T08:18:33,2018-06-22T09:12:04,1,20.53,2,N,2,52,0,0.5,0,5.76,0.3,58.56,132,45
2,2018-03-22T18:29:36,2018-03-22T19:10:29,1,17.05,2,N,2,52,4.5,0.5,0,5.76,0.3,63.06,132,234
1,2018-05-19T21:38:22,2018-05-19T22:12:03,2,19.3,2,N,1,52,0,0.5,2,5.76,0.3,60.56,132,116
1,2018-06-29T19:37:28,2018-06-29T19:54:14,1,3.5,1,N,1,14,1,0.5,3.15,0,0.3,18.95,233,148
2,2018-01-30T09:09:23,2018-01-30T09:28:59,2,2.58,1,N,1,14,0,0.5,2.96,0,0.3,17.76,238,162
2,2018-03-06T13:29:10,2018-03-06T13:48:47,6,2.63,1,N,1,14,0,0.5,2.96,0,0.3,17.76,43,164
2,2018-08-09T08:27:55,2018-08-09T08:49:29,6,1.87,1,N,1,14,0,0.5,3.7,0,0.3,18.5,246,162
1,2018-10-22T16:54:30,2018-10-22T17:14:14,1,2.6,1,N,2,14,1,0.5,0,0,0.3,15.8,161,263
1,2018-06-22T21:44:35,2018-06-22T22:00:06,1,2,1,N,1,11.5,0.5,0.5,2.55,0,0.3,15.35,170,90
2,2018-03-08T13:15:34,2018-03-08T13:31:13,3,2.31,1,N,1,11.5,0,0.5,3.08,0,0.3,15.38,239,100
2,2018-04-24T18:08:14,2018-04-24T18:21:39,2,2.51,1,N,1,11.5,1,0.5,0.2,0,0.3,13.5,141,238
1,2018-10-12T18:58:35,2018-10-12T19:12:30,1,2.6,1,N,2,11.5,1,0.5,0,0,0.3,13.3,50,24
1,2018-06-09T15:28:31,2018-06-09T15:42:50,1,2.3,1,N,2,11.5,0,0.5,0,0,0.3,12.3,162,239
2,2018-06-27T11:53:41,2018-06-27T12:11:40,1,1.55,1,N,2,11.5,0,0.5,0,0,0.3,12.3,164,162
2,2018-08-12T13:21:31,2018-08-12T13:38:50,1,1.2,1,N,2,11.5,0,0.5,0,0,0.3,12.3,164,186
1,2018-09-11T21:07:56,2018-09-11T21:22:30,1,2.4,1,N,2,11.5,0.5,0.5,0,0,0.3,12.8,264,264
2,2018-03-14T10:15:02,2018-03-14T10:31:58,1,1.35,1,N,2,11.5,0,0.5,0,0,0.3,12.3,142,237
2,2018-02-24T11:38:39,2018-02-24T11:51:32,1,2.35,1,N,2,11.5,0,0.5,0,0,0.3,12.3,211,232
2,2018-07-07T22:34:23,2018-07-07T22:53:03,1,1.14,1,N,2,11.5,0.5,0.5,0,0,0.3,12.8,230,246
2,2018-09-14T00:38:40,2018-09-14T00:49:29,1,3.26,1,N,1,11.5,0.5,0.5,2,0,0.3,14.8,107,141
1,2018-12-11T08:13:11,2018-12-11T08:29:12,1,1.8,1,N,1,11.5,0,0.5,1,0,0.3,13.3,229,137
2,2018-08-05T17:50:59,2018-08-05T18:04:50,1,2.47,1,N,1,11.5,0,0.5,1.7,0,0.3,14,162,143
2,2018-03-20T18:56:07,2018-03-20T19:11:23,1,2.22,1,N,1,11.5,1,0.5,2.66,0,0.3,15.96,234,233
2,2018-01-01T04:41:00,2018-01-01T04:54:13,1,2.69,1,N,1,11.5,0.5,0.5,2.56,0,0.3,15.36,68,79
1,2018-11-24T22:17:08,2018-11-24T22:33:22,2,1.9,1,N,1,11.5,0.5,0.5,5,0,0.3,17.8,148,137
1,2018-07-31T12:38:11,2018-07-31T12:52:32,1,2.4,1,N,1,11.5,0,0.5,2.45,0,0.3,14.75,166,236
1,2018-03-13T08:06:16,2018-03-13T08:23:15,2,1.9,1,N,1,11.5,0,0.5,2.45,0,0.3,14.75,125,234
2,2018-01-11T14:29:54,2018-01-11T14:42:30,6,1.1,1,N,1,9,0,0.5,2.94,0,0.3,12.74,163,170
2,2018-12-06T00:50:44,2018-12-06T00:58:23,1,2.29,1,N,1,9,0.5,0.5,3.09,0,0.3,13.39,163,43
2,2018-02-05T23:23:38,2018-02-05T23:32:30,1,2.1,1,N,1,9,0.5,0.5,2.58,0,0.3,12.88,249,234
2,2018-03-11T15:06:54,2018-03-11T15:17:26,2,1.86,1,N,2,9,0,0.5,0,0,0.3,9.8,186,125
2,2018-05-18T20:45:51,2018-05-18T20:55:49,1,1.69,1,N,2,9,0.5,0.5,0,0,0.3,10.3,90,164
1,2018-11-10T09:20:58,2018-11-10T09:29:37,1,2.3,1,N,1,9,0,0.5,0,0,0.3,9.8,262,74
2,2018-07-26T23:44:45,2018-07-26T23:55:36,1,1.73,1,N,2,9,0.5,0.5,0,0,0.3,10.3,90,50
2,2018-08-22T00:13:35,2018-08-22T00:13:35,1,1.31,1,N,1,9,0.5,0.5,0,0,0.3,10.3,163,170
2,2018-09-18T20:54:23,2018-09-18T21:05:56,1,1.52,1,N,1,9,0.5,0.5,2.06,0,0.3,12.36,162,186
2,2018-12-19T22:46:07,2018-12-19T22:57:09,2,1.72,1,N,1,9,0.5,0.5,2.06,0,0.3,12.36,233,186
2,2018-12-23T14:21:36,2018-12-23T14:31:40,1,1.66,1,N,1,9,0,0.5,1.96,0,0.3,11.76,239,163
2,2018-02-14T13:10:10,2018-02-14T13:21:37,1,1.49,1,N,1,9,0,0.5,1.96,0,0.3,11.76,164,234
1,2018-08-22T13:15:30,2018-08-22T13:28:45,2,0.8,1,N,1,9,0,0.5,1,0,0.3,10.8,229,163
1,2018-06-29T22:04:34,2018-06-29T22:16:33,2,1.4,1,N,1,9,0.5,0.5,2.05,0,0.3,12.35,229,170
2,2018-03-28T19:56:34,2018-03-28T20:08:18,2,1.76,1,N,1,9,1,0.5,2.16,0,0.3,12.96,162,107
2,2018-06-10T23:49:59,2018-06-10T23:55:18,1,1.2,1,N,1,6.5,0.5,0.5,2.34,0,0.3,10.14,148,79
2,2018-03-18T11:51:38,2018-03-18T11:56:03,2,1.76,1,N,1,6.5,0,0.5,2.19,0,0.3,9.49,74,236
1,2018-11-28T06:48:09,2018-11-28T06:55:36,1,1.1,1,N,1,6.5,0,0.5,1.24,0,0.3,8.54,229,140
2,2018-03-07T17:21:27,2018-03-07T17:29:09,1,1.08,1,N,1,6.5,1,0.5,1.24,0,0.3,9.54,237,263
2,2018-10-03T13:15:19,2018-10-03T13:22:37,1,1.11,1,N,2,6.5,0,0.5,0,0,0.3,7.3,162,140
1,2018-12-30T23:59:21,2018-12-31T00:04:51,1,1.1,1,N,2,6.5,0.5,0.5,0,0,0.3,7.8,158,246
1,2018-11-14T12:15:43,2018-11-14T12:23:40,1,0.9,1,N,2,6.5,0,0.5,0,0,0.3,7.3,234,161
1,2018-02-09T09:54:02,2018-02-09T10:01:56,1,1.1,1,N,2,6.5,0,0.5,0,0,0.3,7.3,249,211
2,2018-02-06T15:10:13,2018-02-06T15:16:45,1,1.32,1,N,2,6.5,0,0.5,0,0,0.3,7.3,263,237
1,2018-12-23T10:14:05,2018-12-23T10:20:49,1,1.1,1,N,2,6.5,0,0.5,0,0,0.3,7.3,264,237
2,2018-06-16T21:27:53,2018-06-16T21:35:34,5,1.01,1,N,2,6.5,0.5,0.5,0,0,0.3,7.8,144,79
2,2018-05-12T13:43:58,2018-05-12T13:49:27,3,1.46,1,N,2,6.5,0,0.5,0,0,0.3,7.3,162,107
2,2018-05-22T12:17:09,2018-05-22T12:24:45,1,0.76,1,N,2,6.5,0,0.5,0,0,0.3,7.3,237,162
2,2018-12-10T08:09:44,2018-12-10T08:17:36,1,1.11,1,N,1,6.5,0,0.5,0,0,0.3,7.3,42,41
2,2018-11-05T17:18:04,2018-11-05T17:24:07,5,1.1,1,N,2,6.5,1,0.5,0,0,0.3,8.3,100,43
1,2018-12-07T00:25:38,2018-12-07T00:31:31,1,1.1,1,N,1,6.5,0.5,0.5,1.2,0,0.3,9,148,87
2,2018-09-29T00:49:42,2018-09-29T00:55:31,1,1.11,1,N,1,6.5,0.5,0.5,1.56,0,0.3,9.36,158,186
2,2018-11-02T10:09:26,2018-11-02T10:16:40,1,1.06,1,N,1,6.5,0,0.5,1,0,0.3,8.3,236,140
2,2018-04-24T20:24:00,2018-04-24T20:30:54,1,1.04,1,N,1,6.5,0.5,0.5,1,0,0.3,8.8,144,231
2,2018-09-22T10:25:42,2018-09-22T10:31:35,1,1.3,1,N,1,6.5,0,0.5,1.46,0,0.3,8.76,162,107
2,2018-05-05T17:15:28,2018-05-05T17:22:00,1,1,1,N,1,6.5,0,0.5,1.46,0,0.3,8.76,148,107
1,2018-03-21T14:55:28,2018-03-21T15:01:18,1,1.3,1,N,1,6.5,0,0.5,1.45,0,0.3,8.75,234,233
2,2018-09-28T14:22:05,2018-09-28T14:24:32,1,0.58,1,N,1,4,0,0.5,1.44,0,0.3,6.24,151,166
1,2018-03-20T11:05:15,2018-03-20T11:09:09,1,0.3,1,N,1,4,0,0.5,1.4,0,0.3,6.2,230,163
1,2018-10-26T13:54:58,2018-10-26T13:57:32,2,0.5,1,N,1,4,0,0.5,0.95,0,0.3,5.75,237,237
1,2018-12-05T11:03:45,2018-12-05T11:05:40,1,0.4,1,Y,2,4,0,0.5,0,0,0.3,4.8,74,74
2,2018-01-27T19:44:30,2018-01-27T19:47:37,1,0.12,1,N,2,4,0,0.5,0,0,0.3,4.8,114,114
1,2018-06-18T03:52:01,2018-06-18T03:54:04,1,0.7,1,N,1,4,0.5,0.5,0,0,0.3,5.3,162,100
2,2018-03-18T10:48:34,2018-03-18T10:51:08,6,0.4,1,N,1,4,0,0.5,0,0,0.3,4.8,70,70
4,2018-11-06T06:44:33,2018-11-06T06:46:52,1,0.48,1,N,2,4,0,0.5,0,0,0.3,4.8,137,162
1,2018-01-01T21:14:47,2018-01-01T21:17:27,1,0.5,1,N,2,4,0.5,0.5,0,0,0.3,5.3,75,75
2,2018-04-23T19:20:34,2018-04-23T19:24:15,1,0.32,1,N,1,4,1,0.5,0,0,0.3,5.8,231,231
1,2018-07-15T19:39:51,2018-07-15T19:43:14,1,0.3,1,N,2,4,0,0.5,0,0,0.3,4.8,238,151
2,2018-02-24T14:34:55,2018-02-24T14:38:13,3,0.45,1,N,2,4,0,0.5,0,0,0.3,4.8,13,13
2,2018-02-08T23:36:24,2018-02-08T23:38:55,1,0.59,1,N,1,4,0.5,0.5,1.06,0,0.3,6.36,79,79
1,2018-02-07T12:20:45,2018-02-07T12:24:06,1,0.3,1,N,1,4,0,0.5,1.2,0,0.3,6,236,236
1,2018-12-12T14:27:18,2018-12-12T14:58:44,2,1.1,1,N,1,18,0,0.5,3.75,0,0.3,22.55,170,68
2,2018-09-26T14:28:01,2018-09-26T14:55:02,6,2.95,1,N,1,18,0,0.5,3.76,0,0.3,22.56,246,239
2,2018-06-30T17:10:55,2018-06-30T17:31:50,1,3.38,1,N,1,15.5,0,0.5,4.89,0,0.3,21.19,79,237
2,2018-12-05T12:14:40,2018-12-05T12:38:32,6,2.42,1,N,1,15.5,0,0.5,3.26,0,0.3,19.56,43,162
2,2018-01-09T07:31:57,2018-01-09T07:52:24,5,3.03,1,N,1,15.5,0,0.5,3.26,0,0.3,19.56,263,233
1,2018-07-03T00:45:47,2018-07-03T01:03:09,2,4.2,1,N,1,15.5,0.5,0.5,3.35,0,0.3,20.15,231,163
2,2018-12-04T07:43:59,2018-12-04T08:06:22,6,2.87,1,N,1,15.5,0,0.5,2,0,0.3,18.3,144,162
1,2018-07-27T15:00:31,2018-07-27T15:22:42,1,2.9,1,N,1,15.5,0,0.5,2.45,0,0.3,18.75,163,114
2,2018-02-19T19:34:30,2018-02-19T19:50:31,6,3.09,1,N,1,13,0,0.5,2.76,0,0.3,16.56,162,144
2,2018-08-16T09:09:36,2018-08-16T09:23:52,1,3.24,1,N,1,13,0,0.5,2.76,0,0.3,16.56,143,75
2,2018-07-23T10:03:25,2018-07-23T10:14:30,4,3.56,1,N,1,13,0,0.5,2.76,0,0.3,16.56,107,87
2,2018-11-19T11:48:50,2018-11-19T12:09:11,5,1.65,1,N,1,13,0,0.5,2.76,0,0.3,16.56,143,162
2,2018-03-28T12:18:01,2018-03-28T12:36:22,5,2.14,1,N,1,13,0,0.5,2.07,0,0.3,15.87,148,164
1,2018-01-25T16:26:08,2018-01-25T16:45:32,1,2.2,1,N,1,13,1,0.5,3.7,0,0.3,18.5,68,230
1,2018-07-27T09:42:34,2018-07-27T10:00:02,1,2.6,1,N,1,13,0,0.5,2.76,0,0.3,16.56,236,162
2,2018-12-11T08:33:42,2018-12-11T08:53:45,1,2.02,1,N,1,13,0,0.5,2.76,0,0.3,16.56,229,186
1,2018-06-28T22:25:22,2018-06-28T22:45:07,1,1.7,1,N,2,13,0.5,0.5,0,0,0.3,14.3,237,48
2,2018-03-04T18:02:09,2018-03-04T18:21:17,1,2.72,1,N,2,13,0,0.5,0,0,0.3,13.8,230,113
2,2018-10-10T06:41:54,2018-10-10T06:53:30,3,3.68,1,N,2,13,0,0.5,0,0,0.3,13.8,262,230
2,2018-03-29T09:01:26,2018-03-29T09:21:23,5,1.91,1,N,2,13,0,0.5,0,0,0.3,13.8,246,230
2,2018-12-19T06:51:58,2018-12-19T07:07:26,6,2.98,1,N,2,13,0,0.5,0,0,0.3,13.8,13,234
1,2018-07-13T08:00:37,2018-07-13T08:14:41,1,1.7,1,N,1,10.5,0,0.5,0.57,0,0.3,11.87,246,234
1,2018-08-02T10:40:47,2018-08-02T10:55:59,1,1.4,1,N,1,10.5,0,0.5,2.7,0,0.3,14,237,162
1,2018-02-02T21:06:14,2018-02-02T21:20:55,1,1.7,1,N,1,10.5,0.5,0.5,2.35,0,0.3,14.15,68,231
1,2018-11-30T22:46:28,2018-11-30T23:00:07,1,1.8,1,N,1,10.5,0.5,0.5,2.35,0,0.3,14.15,234,148
1,2018-08-23T07:14:45,2018-08-23T07:25:23,1,2.6,1,N,1,10.5,0,0.5,2.25,0,0.3,13.55,33,87
1,2018-07-28T09:59:43,2018-07-28T10:13:58,1,1.5,1,N,2,10.5,0,0.5,0,0,0.3,11.3,79,90
2,2018-03-02T16:36:33,2018-03-02T16:53:06,2,1.09,1,N,2,10.5,1,0.5,0,0,0.3,12.3,170,230
1,2018-12-03T08:48:22,2018-12-03T09:01:18,1,2,1,N,1,10.5,0,0.5,2,0,0.3,13.3,236,162
2,2018-09-09T12:19:44,2018-09-09T12:34:41,1,1.81,1,N,1,10.5,0,0.5,1,0,0.3,12.3,264,264
2,2018-04-23T21:03:33,2018-04-23T21:12:51,2,2.82,1,N,1,10.5,0.5,0.5,1,0,0.3,12.8,142,75
2,2018-02-27T12:54:23,2018-02-27T13:06:58,2,1.95,1,N,1,10.5,0,0.5,1.7,0,0.3,13,238,236
2,2018-01-23T09:18:41,2018-01-23T09:34:32,1,1.29,1,N,1,10.5,0,0.5,3,0,0.3,14.3,237,229
